BANK_INVESTMENT,TERM,INTEREST_RATE,EMPLOYEMENT_DURATION,ANNUAL_INCOME,STATUS,LOAN_PURPOSE,STATE,DTI,INITIAL_LIST_STATUS,RECEIVED_INTEREST_TOTAL,RECEIVED_LATE_FEE,APPLICATION_TYPE,TOTAL_COLLECTION_AMOUNT,TOTAL_CURRENT_BALANCE,LOAN_STATUS
12000.0,36,7.49,3,50000.0,Not Verified,debt_consolidation,SD,17.43,w,709.56,0.0,INDIVIDUAL,0.0,142373.0,0.0
20400.0,36,5.32,0,135000.0,Not Verified,home_improvement,CO,11.19,f,258.31,0.0,INDIVIDUAL,0.0,426628.0,0.0
32000.0,60,19.24,10,78000.0,Verified,debt_consolidation,KY,23.2,w,3588.73,0.0,INDIVIDUAL,0.0,179459.0,1.0
6125.0,36,12.99,9,31583.0,Not Verified,debt_consolidation,OR,17.22,f,299.75,0.0,INDIVIDUAL,0.0,39453.0,1.0
10000.0,36,6.89,10,80000.0,Source Verified,debt_consolidation,PA,25.41,f,105.73,0.0,INDIVIDUAL,0.0,175271.0,0.0
34000.0,60,14.16,10,78000.0,Verified,debt_consolidation,NJ,8.66,f,7666.7,0.0,INDIVIDUAL,0.0,217982.0,0.0
9000.0,36,10.99,10,90000.0,Verified,debt_consolidation,CA,15.09,f,1510.26,0.0,INDIVIDUAL,0.0,36614.0,0.0
12000.0,36,7.89,7,68000.0,Verified,debt_consolidation,IL,9.18,w,689.19,0.0,INDIVIDUAL,0.0,18128.0,0.0
9925.0,36,12.61,5,41386.8,Verified,house,CA,22.88,f,1905.31,0.0,INDIVIDUAL,,,1.0
15750.0,36,16.49,10,45000.0,Source Verified,debt_consolidation,MO,25.57,f,2097.57,0.0,INDIVIDUAL,0.0,29690.0,0.0
28000.0,60,12.29,10,125000.0,Not Verified,debt_consolidation,TX,32.25,w,550.93,0.0,INDIVIDUAL,0.0,404596.0,0.0
6075.0,36,23.7,5,33036.0,Verified,credit_card,NY,27.42,f,1916.99,0.0,INDIVIDUAL,0.0,13848.0,1.0
4000.0,36,7.26,0,100000.0,Source Verified,major_purchase,NY,5.96,f,22.59,0.0,INDIVIDUAL,0.0,110992.0,0.0
34900.0,36,10.15,1,80000.0,Source Verified,debt_consolidation,CO,18.75,f,1943.72,113.18,INDIVIDUAL,0.0,266959.0,0.0
30000.0,60,18.25,10,90000.0,Source Verified,debt_consolidation,CA,20.12,w,3031.48,0.0,INDIVIDUAL,0.0,25129.0,0.0
20000.0,36,13.11,10,80000.0,Verified,debt_consolidation,NY,30.03,f,4297.34,0.0,INDIVIDUAL,0.0,169691.0,1.0
12000.0,36,17.77,5,62000.0,Not Verified,debt_consolidation,WI,6.95,f,2905.21,0.0,INDIVIDUAL,0.0,12430.0,1.0
7600.0,36,13.11,-1,36000.0,Verified,debt_consolidation,CA,12.43,w,1616.64,0.0,INDIVIDUAL,0.0,112383.0,0.0
30000.0,60,16.99,2,80000.0,Verified,debt_consolidation,HI,39.53,w,1614.87,0.0,INDIVIDUAL,0.0,83824.0,0.0
1000.0,36,13.99,8,53000.0,Verified,other,VA,16.94,w,54.09,0.0,INDIVIDUAL,808.0,145257.0,0.0
24000.0,60,16.99,1,105000.0,Not Verified,small_business,WA,18.05,w,317.15,0.0,INDIVIDUAL,0.0,191689.0,0.0
35000.0,36,17.57,10,92000.0,Verified,debt_consolidation,AL,25.33,f,3716.66,0.0,INDIVIDUAL,0.0,107568.0,0.0
24300.0,36,13.33,10,80000.0,Source Verified,small_business,AK,27.42,f,2166.55,0.0,INDIVIDUAL,0.0,52478.0,0.0
30000.0,36,14.65,4,156000.0,Source Verified,home_improvement,NJ,6.68,w,1025.33,0.0,INDIVIDUAL,0.0,399475.0,0.0
4000.0,36,7.9,10,68000.0,Source Verified,major_purchase,AR,2.46,f,505.7,0.0,INDIVIDUAL,,,1.0
7850.0,36,17.57,0,80238.6,Verified,home_improvement,TX,17.54,f,544.73,0.0,INDIVIDUAL,0.0,199953.0,0.0
15000.0,36,12.49,5,78500.0,Verified,credit_card,FL,12.34,f,2470.98,0.0,INDIVIDUAL,949.0,10932.0,0.0
35000.0,60,16.29,3,120000.0,Verified,debt_consolidation,PA,20.73,w,7699.67,0.0,INDIVIDUAL,0.0,100090.0,0.0
4000.0,36,11.67,10,53000.0,Verified,debt_consolidation,MN,7.63,w,575.0,0.0,INDIVIDUAL,0.0,10195.0,0.0
14375.0,36,6.03,5,48000.0,Not Verified,credit_card,CA,10.69,f,1271.89,0.0,INDIVIDUAL,0.0,138820.0,0.0
12800.0,36,7.26,4,90000.0,Not Verified,debt_consolidation,GA,19.86,w,425.1,0.0,INDIVIDUAL,0.0,260841.0,0.0
19150.0,60,21.99,8,73000.0,Not Verified,debt_consolidation,WA,37.09,f,3647.27,0.0,INDIVIDUAL,0.0,313398.0,0.0
21275.0,60,19.99,5,70000.0,Verified,debt_consolidation,PA,21.14,w,681.7,0.0,INDIVIDUAL,0.0,45218.0,0.0
3200.0,36,12.99,-1,55400.0,Source Verified,credit_card,NH,22.94,f,356.85,0.0,INDIVIDUAL,0.0,176979.0,0.0
3000.0,36,13.35,5,45000.0,Not Verified,debt_consolidation,MO,12.32,f,477.45,0.0,INDIVIDUAL,2425.0,158368.0,0.0
7950.0,36,12.99,10,51000.0,Source Verified,credit_card,OK,17.29,f,1548.32,0.0,INDIVIDUAL,0.0,25979.0,0.0
15000.0,60,14.3,2,100000.0,Verified,debt_consolidation,MD,15.83,f,4025.04,0.0,INDIVIDUAL,0.0,353807.0,0.0
7000.0,36,9.17,2,50000.0,Source Verified,credit_card,NJ,6.39,f,199.02,0.0,INDIVIDUAL,0.0,4033.0,0.0
12000.0,36,7.26,0,45000.0,Source Verified,debt_consolidation,GA,17.47,w,464.94,0.0,INDIVIDUAL,0.0,24349.0,0.0
27500.0,36,7.26,10,226925.0,Source Verified,debt_consolidation,KY,2.06,f,311.96,0.0,INDIVIDUAL,0.0,226122.0,0.0
7175.0,36,12.12,7,38000.0,Not Verified,debt_consolidation,MD,10.04,f,1373.98,0.0,INDIVIDUAL,461.0,4290.0,1.0
9000.0,36,12.99,3,85000.0,Verified,debt_consolidation,LA,28.73,w,1336.23,0.0,INDIVIDUAL,0.0,331404.0,0.0
15000.0,36,10.99,2,120000.0,Not Verified,debt_consolidation,CA,4.68,w,2251.88,0.0,INDIVIDUAL,0.0,17188.0,1.0
15000.0,36,12.29,0,125000.0,Source Verified,debt_consolidation,PA,8.88,f,1003.83,0.0,INDIVIDUAL,0.0,37752.0,0.0
7200.0,36,8.19,1,31000.0,Source Verified,credit_card,CA,20.01,w,501.5,0.0,INDIVIDUAL,0.0,17689.0,0.0
12250.0,36,6.03,7,50000.0,Source Verified,debt_consolidation,CA,14.79,w,639.33,0.0,INDIVIDUAL,0.0,51125.0,1.0
25000.0,60,16.49,2,97000.0,Verified,debt_consolidation,IL,33.37,w,3542.61,0.0,INDIVIDUAL,0.0,50056.0,0.0
16000.0,60,17.27,10,61000.0,Verified,debt_consolidation,GA,18.96,f,5960.77,0.0,INDIVIDUAL,0.0,207992.0,0.0
35000.0,60,16.55,4,140000.0,Verified,home_improvement,CA,19.03,w,4978.14,0.0,INDIVIDUAL,0.0,722663.0,0.0
6500.0,36,13.33,3,61000.0,Not Verified,debt_consolidation,MN,24.91,f,339.6,0.0,INDIVIDUAL,0.0,189777.0,0.0
19550.0,60,9.25,8,80000.0,Source Verified,debt_consolidation,FL,12.32,f,3028.48,0.0,INDIVIDUAL,0.0,67276.0,0.0
25000.0,60,14.99,3,90000.0,Source Verified,credit_card,VA,23.53,w,3212.96,0.0,INDIVIDUAL,0.0,314204.0,0.0
5000.0,36,9.17,8,40000.0,Not Verified,debt_consolidation,WI,10.14,w,214.85,0.0,INDIVIDUAL,285.0,113848.0,1.0
10975.0,36,10.65,0,24000.0,Not Verified,major_purchase,TX,13.9,f,1690.93,0.0,INDIVIDUAL,,,1.0
15000.0,60,9.17,2,51000.0,Not Verified,debt_consolidation,FL,22.31,w,858.7,0.0,INDIVIDUAL,0.0,220204.0,0.0
25000.0,36,8.67,1,85000.0,Source Verified,debt_consolidation,FL,33.91,f,1726.89,0.0,INDIVIDUAL,0.0,377020.0,0.0
34950.0,60,25.8,2,300000.0,Source Verified,home_improvement,MA,14.15,w,14289.63,0.0,INDIVIDUAL,0.0,746402.0,0.0
4500.0,36,17.57,0,54000.0,Source Verified,debt_consolidation,CA,3.36,w,413.29,0.0,INDIVIDUAL,0.0,2739.0,0.0
10000.0,36,8.19,0,46000.0,Source Verified,credit_card,TX,22.12,f,701.08,0.0,INDIVIDUAL,0.0,26958.0,0.0
19700.0,60,10.99,10,44000.0,Verified,debt_consolidation,MD,23.1,f,4008.89,0.0,INDIVIDUAL,0.0,168870.0,0.0
12825.0,60,25.8,10,38000.0,Not Verified,debt_consolidation,KY,16.17,f,4794.41,0.0,INDIVIDUAL,0.0,112499.0,0.0
5000.0,36,16.49,4,64000.0,Not Verified,house,IL,10.41,w,814.19,0.0,INDIVIDUAL,0.0,147090.0,0.0
25000.0,60,14.16,10,67000.0,Not Verified,debt_consolidation,PA,21.74,w,295.0,0.0,INDIVIDUAL,0.0,192886.0,1.0
7000.0,36,9.99,5,48000.0,Not Verified,debt_consolidation,PA,17.1,w,332.38,0.0,INDIVIDUAL,0.0,44137.0,0.0
21725.0,60,20.99,2,83000.0,Verified,debt_consolidation,IN,25.73,f,5606.64,0.0,INDIVIDUAL,0.0,377688.0,0.0
8000.0,36,13.33,5,50000.0,Verified,small_business,NJ,22.11,f,719.2,0.0,INDIVIDUAL,0.0,32662.0,0.0
9975.0,36,14.65,0,24000.0,Source Verified,debt_consolidation,NY,23.15,w,888.23,0.0,INDIVIDUAL,0.0,22342.0,0.0
7450.0,36,8.18,0,30000.0,Source Verified,debt_consolidation,CA,34.28,w,372.5,0.0,INDIVIDUAL,0.0,25130.0,0.0
6750.0,36,7.62,6,52000.0,Not Verified,debt_consolidation,MD,19.38,f,294.26,0.0,INDIVIDUAL,0.0,36716.0,1.0
18000.0,36,11.67,10,40000.0,Source Verified,credit_card,OH,36.2,w,2287.72,0.0,INDIVIDUAL,37879.0,43996.0,0.0
9000.0,36,6.92,3,80000.0,Not Verified,home_improvement,KY,8.82,f,416.16,0.0,INDIVIDUAL,0.0,146729.0,0.0
10000.0,36,11.22,7,68000.0,Verified,debt_consolidation,CA,26.44,w,87.27,0.0,INDIVIDUAL,0.0,55399.0,0.0
4500.0,36,13.65,-1,22822.8,Verified,debt_consolidation,IL,11.42,f,813.18,0.0,INDIVIDUAL,0.0,4191.0,0.0
10000.0,36,6.24,3,50000.0,Source Verified,debt_consolidation,OH,18.31,w,243.29,0.0,INDIVIDUAL,0.0,162961.0,0.0
16350.0,36,12.99,-1,72000.0,Verified,home_improvement,NY,28.81,w,2080.49,0.0,INDIVIDUAL,0.0,315816.0,0.0
24000.0,36,9.17,5,115000.0,Not Verified,debt_consolidation,IN,24.45,w,481.81,0.0,INDIVIDUAL,0.0,245690.0,0.0
28000.0,36,13.53,2,100000.0,Verified,debt_consolidation,GA,24.18,w,3469.67,0.0,INDIVIDUAL,0.0,106687.0,1.0
21975.0,36,18.25,10,50000.0,Verified,debt_consolidation,CA,30.77,f,3069.73,0.0,INDIVIDUAL,0.0,57164.0,0.0
1600.0,36,13.33,7,44000.0,Not Verified,debt_consolidation,CA,27.49,f,142.65,0.0,INDIVIDUAL,0.0,11430.0,0.0
6400.0,36,20.5,3,48000.0,Source Verified,debt_consolidation,NJ,22.25,f,2157.97,0.0,INDIVIDUAL,,,1.0
8000.0,36,13.98,1,33560.0,Source Verified,debt_consolidation,VA,32.76,f,1281.65,0.0,INDIVIDUAL,401.0,123839.0,0.0
35000.0,60,11.53,3,75000.0,Source Verified,debt_consolidation,IL,26.05,w,973.91,0.0,INDIVIDUAL,0.0,72438.0,0.0
2150.0,36,6.62,10,66000.0,Not Verified,major_purchase,AR,6.53,f,198.1,0.0,INDIVIDUAL,0.0,139693.0,1.0
7500.0,36,10.99,10,31000.0,Verified,debt_consolidation,FL,11.27,f,1081.8,0.0,INDIVIDUAL,0.0,92909.0,0.0
12000.0,60,15.61,0,49980.0,Not Verified,credit_card,CA,19.83,f,300.06,0.0,INDIVIDUAL,3385.0,25295.0,0.0
7275.0,36,15.61,3,30000.0,Source Verified,debt_consolidation,CO,35.28,f,684.75,0.0,INDIVIDUAL,614.0,41245.0,0.0
5850.0,36,15.61,10,64000.0,Source Verified,debt_consolidation,MA,15.08,f,363.99,0.0,INDIVIDUAL,0.0,32839.0,0.0
4500.0,36,11.99,1,30000.0,Not Verified,credit_card,TX,26.2,f,815.08,0.0,INDIVIDUAL,0.0,18983.0,0.0
5300.0,36,12.29,8,40000.0,Source Verified,credit_card,NE,20.01,f,155.45,0.0,INDIVIDUAL,0.0,24244.0,0.0
11000.0,36,9.71,7,40000.0,Not Verified,debt_consolidation,CA,18.93,f,1623.24,0.0,INDIVIDUAL,0.0,172291.0,0.0
35000.0,36,14.33,6,91000.0,Verified,debt_consolidation,NV,26.83,w,8125.84,0.0,INDIVIDUAL,0.0,177188.0,0.0
11400.0,36,12.12,10,60000.0,Verified,credit_card,FL,28.42,f,2217.0,18.96,INDIVIDUAL,0.0,239170.0,0.0
16000.0,36,16.24,7,100000.0,Source Verified,debt_consolidation,CT,15.83,w,3758.73,0.0,INDIVIDUAL,0.0,43510.0,0.0
20000.0,60,15.61,10,70000.0,Source Verified,debt_consolidation,AR,31.23,w,2990.64,0.0,INDIVIDUAL,138.0,57996.0,1.0
14400.0,36,11.67,9,47000.0,Verified,credit_card,TN,31.38,f,1742.63,0.0,INDIVIDUAL,0.0,34333.0,0.0
5000.0,36,15.61,0,100000.0,Not Verified,debt_consolidation,GA,24.76,w,119.99,0.0,INDIVIDUAL,290.0,188959.0,0.0
15975.0,36,16.55,3,60000.0,Not Verified,debt_consolidation,TN,29.44,f,191.25,0.0,INDIVIDUAL,0.0,208109.0,0.0
15400.0,36,18.49,5,39000.0,Verified,credit_card,NY,11.85,f,3121.03,0.0,INDIVIDUAL,0.0,6936.0,0.0
35000.0,36,12.05,6,105705.6,Verified,debt_consolidation,FL,12.9,w,671.33,0.0,INDIVIDUAL,0.0,43122.0,0.0
17975.0,60,12.12,5,87700.0,Verified,debt_consolidation,TX,12.35,f,5432.62,0.0,INDIVIDUAL,,,0.0
5500.0,36,5.32,10,70000.0,Source Verified,credit_card,TX,21.46,w,17.06,0.0,INDIVIDUAL,0.0,161914.0,0.0
23875.0,36,10.99,10,93000.0,Verified,debt_consolidation,VA,23.18,f,2716.47,0.0,INDIVIDUAL,0.0,345298.0,0.0
10000.0,36,12.12,2,46000.0,Verified,debt_consolidation,NJ,26.06,f,1927.83,0.0,INDIVIDUAL,0.0,89006.0,1.0
21825.0,60,18.55,6,52000.0,Verified,debt_consolidation,CO,31.36,w,1240.01,0.0,INDIVIDUAL,0.0,48894.0,0.0
3600.0,36,13.99,8,34900.0,Verified,debt_consolidation,MI,32.81,w,197.49,0.0,INDIVIDUAL,0.0,42818.0,0.0
9000.0,36,15.61,5,25000.0,Source Verified,credit_card,VA,35.96,f,271.92,0.0,INDIVIDUAL,0.0,23550.0,0.0
6950.0,36,10.16,3,60000.0,Not Verified,debt_consolidation,TX,18.06,f,946.27,0.0,INDIVIDUAL,0.0,30519.0,1.0
35000.0,60,13.99,9,98000.0,Source Verified,debt_consolidation,WA,21.36,w,784.15,0.0,INDIVIDUAL,0.0,304408.0,0.0
2650.0,36,21.0,1,9600.0,Verified,debt_consolidation,MI,26.0,f,819.11,0.0,INDIVIDUAL,0.0,73150.0,0.0
24000.0,60,15.8,10,75000.0,Source Verified,debt_consolidation,NC,28.13,f,8645.25,0.0,INDIVIDUAL,0.0,140013.0,0.0
13750.0,36,13.11,-1,40000.0,Source Verified,credit_card,VA,20.58,f,2146.4,0.0,INDIVIDUAL,,,1.0
8675.0,36,13.35,3,23000.0,Not Verified,credit_card,OH,23.59,w,1266.64,0.0,INDIVIDUAL,0.0,26580.0,0.0
12000.0,36,7.26,5,110000.0,Source Verified,home_improvement,FL,22.11,w,67.76,0.0,INDIVIDUAL,0.0,67922.0,0.0
23975.0,60,19.72,8,60000.0,Verified,debt_consolidation,AR,19.94,f,10526.81,0.0,INDIVIDUAL,,,0.0
20000.0,36,14.09,3,55000.0,Verified,debt_consolidation,TX,17.41,f,4590.19,0.0,INDIVIDUAL,0.0,168527.0,0.0
13725.0,36,13.11,7,90000.0,Verified,small_business,WY,25.48,f,2949.35,0.0,INDIVIDUAL,0.0,349896.0,1.0
4050.0,36,18.55,3,38000.0,Verified,other,CA,16.3,w,238.3,0.0,INDIVIDUAL,0.0,20187.0,0.0
35000.0,36,19.24,7,93000.0,Verified,debt_consolidation,IL,17.05,f,3151.2,0.0,INDIVIDUAL,0.0,322598.0,0.0
15000.0,36,10.99,3,52750.0,Not Verified,debt_consolidation,NJ,7.1,w,1242.71,0.0,INDIVIDUAL,0.0,19635.0,0.0
10400.0,36,7.69,10,80000.0,Not Verified,credit_card,MA,26.09,f,982.64,0.0,INDIVIDUAL,0.0,281071.0,0.0
8500.0,36,13.33,-1,44000.0,Verified,other,TX,1.12,f,608.71,0.0,INDIVIDUAL,0.0,79744.0,0.0
8000.0,36,19.52,10,47008.0,Verified,credit_card,CA,19.38,w,2504.55,0.0,INDIVIDUAL,4203.0,203673.0,0.0
12000.0,36,16.29,10,64000.0,Not Verified,credit_card,HI,7.34,f,3249.71,0.0,INDIVIDUAL,0.0,160321.0,1.0
35000.0,60,13.99,10,110000.0,Verified,debt_consolidation,CA,27.23,w,4191.5,0.0,INDIVIDUAL,0.0,97968.0,0.0
2700.0,36,7.9,10,50000.0,Not Verified,wedding,TX,14.52,f,340.82,0.0,INDIVIDUAL,0.0,29371.0,1.0
22419.3146932,36,12.18,2,60000.0,Verified,debt_consolidation,CA,12.34,f,4337.66,0.0,INDIVIDUAL,,,1.0
4200.0,36,8.9,4,39000.0,Not Verified,home_improvement,NC,16.49,f,579.35,0.0,INDIVIDUAL,,,1.0
6000.0,36,16.99,10,85000.0,Source Verified,debt_consolidation,CA,20.67,w,406.23,0.0,INDIVIDUAL,0.0,28175.0,0.0
12000.0,60,18.25,10,97000.0,Not Verified,other,PA,11.3,f,1405.62,0.0,INDIVIDUAL,0.0,116657.0,1.0
14975.0,36,11.53,5,75000.0,Not Verified,debt_consolidation,CA,23.11,f,803.94,0.0,INDIVIDUAL,0.0,48110.0,0.0
4500.0,36,11.99,10,53000.0,Not Verified,credit_card,LA,12.16,w,750.57,0.0,INDIVIDUAL,0.0,127132.0,0.0
6000.0,36,12.29,10,85000.0,Source Verified,debt_consolidation,AZ,17.15,f,540.62,0.0,INDIVIDUAL,0.0,31968.0,0.0
17500.0,60,14.99,5,72742.0,Not Verified,debt_consolidation,KS,8.47,f,3530.76,0.0,INDIVIDUAL,0.0,209886.0,0.0
16200.0,60,21.99,10,60000.0,Verified,debt_consolidation,LA,24.3,f,3783.11,0.0,INDIVIDUAL,0.0,47477.0,1.0
20000.0,60,13.33,7,109000.0,Not Verified,debt_consolidation,OR,11.38,w,426.9,0.0,INDIVIDUAL,842.0,28058.0,0.0
12000.0,36,10.99,8,75000.0,Source Verified,credit_card,MA,3.38,f,336.55,0.0,INDIVIDUAL,0.0,642004.0,0.0
6000.0,36,10.99,8,75000.0,Not Verified,debt_consolidation,NY,15.63,w,511.86,0.0,INDIVIDUAL,0.0,111925.0,1.0
7000.0,36,13.18,1,20000.0,Verified,debt_consolidation,CA,14.53,w,71.75,0.0,INDIVIDUAL,0.0,8833.0,0.0
15000.0,60,18.55,4,64500.0,Verified,major_purchase,CA,28.5,w,1556.52,0.0,INDIVIDUAL,0.0,76803.0,0.0
6500.0,36,7.89,10,46000.0,Verified,debt_consolidation,CA,4.8,w,306.24,0.0,INDIVIDUAL,0.0,6335.0,0.0
19075.0,36,18.25,3,53000.0,Verified,debt_consolidation,NV,21.58,w,687.48,0.0,INDIVIDUAL,0.0,27965.0,0.0
11200.0,60,9.17,10,80000.0,Not Verified,home_improvement,MI,16.62,w,170.04,0.0,INDIVIDUAL,0.0,56866.0,1.0
27975.0,36,8.9,0,252000.0,Source Verified,debt_consolidation,TX,8.08,f,3868.91,0.0,INDIVIDUAL,0.0,414407.0,0.0
10000.0,60,11.49,0,45000.0,Source Verified,debt_consolidation,NY,32.4,w,183.93,0.0,INDIVIDUAL,0.0,127342.0,0.0
4000.0,36,13.33,1,60000.0,Verified,debt_consolidation,TX,19.34,w,124.34,0.0,INDIVIDUAL,0.0,32243.0,0.0
21100.0,60,16.78,7,78000.0,Verified,debt_consolidation,OR,7.06,f,6960.77,0.0,INDIVIDUAL,0.0,11329.0,1.0
5000.0,36,8.18,6,57000.0,Not Verified,other,VA,17.92,w,62.79,0.0,INDIVIDUAL,0.0,109965.0,0.0
10000.0,36,12.99,3,32000.0,Not Verified,debt_consolidation,WA,16.02,w,1484.7,0.0,INDIVIDUAL,0.0,14580.0,0.0
22800.0,36,18.55,0,105000.0,Verified,credit_card,CT,15.33,w,6456.03,0.0,INDIVIDUAL,0.0,40650.0,0.0
25000.0,60,21.99,3,165000.0,Source Verified,credit_card,OH,20.45,f,4761.44,0.0,INDIVIDUAL,0.0,378770.0,0.0
21000.0,60,19.19,10,65000.0,Source Verified,home_improvement,AL,33.16,f,2233.17,0.0,INDIVIDUAL,620.0,196342.0,0.0
17000.0,36,9.99,2,102000.0,Verified,debt_consolidation,TX,15.47,w,270.22,0.0,INDIVIDUAL,0.0,62739.0,0.0
24900.0,60,11.99,10,61000.0,Verified,debt_consolidation,NC,14.3,f,4569.3,0.0,INDIVIDUAL,0.0,175049.0,1.0
10000.0,36,13.66,3,45000.0,Source Verified,debt_consolidation,NC,31.73,w,117.37,0.0,INDIVIDUAL,0.0,30670.0,1.0
6500.0,36,10.99,0,55000.0,Source Verified,credit_card,MD,19.44,f,378.84,0.0,INDIVIDUAL,0.0,69744.0,0.0
13475.0,36,7.12,9,46000.0,Not Verified,credit_card,MA,27.13,f,1167.69,0.0,INDIVIDUAL,0.0,134463.0,0.0
10000.0,36,18.49,2,30000.0,Not Verified,debt_consolidation,TX,9.18,f,2483.59,0.0,INDIVIDUAL,0.0,30755.0,1.0
10000.0,36,8.19,9,87000.0,Source Verified,debt_consolidation,CT,20.63,w,743.86,0.0,INDIVIDUAL,1168.0,21301.0,0.0
12000.0,36,12.39,9,55000.0,Not Verified,debt_consolidation,FL,22.34,w,1192.41,0.0,INDIVIDUAL,0.0,151190.0,0.0
24000.0,36,13.33,10,80000.0,Verified,debt_consolidation,RI,5.0,w,509.37,0.0,INDIVIDUAL,0.0,59201.0,0.0
35000.0,36,15.61,10,222400.0,Verified,debt_consolidation,CA,11.36,f,6554.28,0.0,INDIVIDUAL,0.0,110929.0,0.0
12825.0,60,12.69,10,37000.0,Not Verified,debt_consolidation,IL,16.51,w,734.7,0.0,INDIVIDUAL,281.0,162632.0,0.0
10000.0,36,15.59,-1,63000.0,Verified,debt_consolidation,IL,26.97,f,1438.08,0.0,INDIVIDUAL,0.0,47652.0,0.0
12000.0,36,13.33,2,48000.0,Not Verified,other,NY,24.03,f,1069.9,0.0,INDIVIDUAL,0.0,28488.0,0.0
18000.0,36,8.9,0,81823.0,Source Verified,small_business,TX,23.78,f,2457.29,0.0,INDIVIDUAL,,,1.0
20000.0,60,23.43,0,90000.0,Source Verified,major_purchase,NC,16.31,w,5690.57,0.0,INDIVIDUAL,0.0,55059.0,1.0
5500.0,36,18.75,4,23400.0,Not Verified,credit_card,MO,24.56,f,1460.24,0.0,INDIVIDUAL,0.0,21452.0,1.0
4800.0,36,13.65,7,60000.0,Source Verified,debt_consolidation,TX,12.48,f,867.4,0.0,INDIVIDUAL,0.0,28303.0,0.0
12000.0,36,10.15,10,52000.0,Not Verified,credit_card,FL,22.39,w,1186.02,0.0,INDIVIDUAL,0.0,31335.0,0.0
9600.0,36,13.11,5,120000.0,Not Verified,home_improvement,TX,16.37,f,1308.16,0.0,INDIVIDUAL,,,1.0
3000.0,36,21.0,10,31700.0,Source Verified,debt_consolidation,TX,21.46,f,1056.73,0.0,INDIVIDUAL,0.0,16994.0,0.0
30000.0,60,11.99,10,128000.0,Verified,credit_card,OK,27.36,w,0.0,0.0,INDIVIDUAL,0.0,276462.0,0.0
32375.0,60,8.67,0,145000.0,Verified,debt_consolidation,FL,15.12,w,2774.65,0.0,INDIVIDUAL,0.0,345336.0,0.0
6000.0,36,12.35,7,35000.0,Verified,debt_consolidation,IN,21.22,f,1138.08,0.0,INDIVIDUAL,0.0,108414.0,0.0
3600.0,36,15.31,10,90000.0,Verified,debt_consolidation,MO,2.24,f,852.55,0.0,INDIVIDUAL,316.0,19630.0,1.0
19975.0,60,25.8,10,75000.0,Source Verified,other,MI,10.45,f,8501.74,0.0,INDIVIDUAL,0.0,30402.0,0.0
19800.0,60,18.25,3,45000.0,Source Verified,credit_card,NJ,39.57,f,2574.09,0.0,INDIVIDUAL,0.0,93089.0,0.0
14000.0,36,7.49,10,78000.0,Verified,credit_card,CA,10.55,w,833.64,0.0,INDIVIDUAL,0.0,12651.0,0.0
33575.0,60,19.52,8,80000.0,Verified,debt_consolidation,AR,21.41,w,8361.63,0.0,INDIVIDUAL,0.0,200311.0,1.0
15000.0,36,6.03,1,145000.0,Verified,debt_consolidation,TX,11.67,f,1339.03,0.0,INDIVIDUAL,0.0,204551.0,1.0
10200.0,36,18.85,1,41400.0,Verified,debt_consolidation,GA,31.04,f,3112.54,0.0,INDIVIDUAL,0.0,64115.0,0.0
20000.0,36,9.49,10,85000.0,Source Verified,debt_consolidation,NY,26.44,w,1503.86,0.0,INDIVIDUAL,0.0,196622.0,0.0
15000.0,36,14.64,4,57000.0,Source Verified,debt_consolidation,TN,27.47,f,2916.45,0.0,INDIVIDUAL,0.0,257753.0,0.0
18000.0,60,16.99,3,36000.0,Source Verified,debt_consolidation,OH,34.75,f,1750.41,0.0,INDIVIDUAL,0.0,48371.0,0.0
9800.0,36,12.49,10,65000.0,Source Verified,debt_consolidation,IL,34.97,w,1335.83,0.0,INDIVIDUAL,0.0,65090.0,0.0
5600.0,36,8.18,0,48000.0,Not Verified,debt_consolidation,CA,21.8,f,333.6,0.0,INDIVIDUAL,210.0,24738.0,0.0
12500.0,60,13.98,10,38000.0,Not Verified,credit_card,OH,25.96,f,2457.8,0.0,INDIVIDUAL,0.0,104389.0,0.0
24000.0,36,6.49,10,90000.0,Source Verified,credit_card,CA,9.53,w,1493.82,0.0,INDIVIDUAL,0.0,452644.0,0.0
7000.0,36,11.53,8,49000.0,Not Verified,debt_consolidation,NC,14.96,w,375.17,0.0,INDIVIDUAL,0.0,132526.0,0.0
3600.0,60,17.93,2,15000.0,Verified,debt_consolidation,CA,1.28,f,557.86,0.0,INDIVIDUAL,,,0.0
24000.0,60,28.99,10,60000.0,Verified,debt_consolidation,NY,20.36,w,541.15,0.0,INDIVIDUAL,0.0,27650.0,0.0
2400.0,36,13.99,0,50000.0,Not Verified,debt_consolidation,CA,27.44,w,180.5,0.0,INDIVIDUAL,0.0,33897.0,0.0
27500.0,60,8.18,10,87000.0,Verified,debt_consolidation,OH,21.81,w,1245.77,0.0,INDIVIDUAL,0.0,172651.0,0.0
15000.0,60,17.86,10,81500.0,Source Verified,credit_card,IL,15.06,w,533.47,0.0,INDIVIDUAL,0.0,31055.0,0.0
14750.0,36,13.11,0,108000.0,Verified,debt_consolidation,MA,12.78,f,1336.38,0.0,INDIVIDUAL,0.0,31858.0,1.0
16200.0,60,12.69,9,59300.0,Source Verified,debt_consolidation,MO,12.26,w,1126.64,0.0,INDIVIDUAL,0.0,24111.0,0.0
