BANK_INVESTMENT,TERM,INTEREST_RATE,EMPLOYEMENT_DURATION,EMPPLOYMENT_TITLE,ANNUAL_INCOME,STATUS,LOAN_PURPOSE,STATE,DTI,INITIAL_LIST_STATUS,RECEIVED_INTEREST_TOTAL,RECEIVED_LATE_FEE,APPLICATION_TYPE,TOTAL_COLLECTION_AMOUNT,TOTAL_CURRENT_BALANCE,LOAN_STATUS
32000.0,60 months,22.99,10+ years,Teacher,64000.0,Verified,debt_consolidation,CA,20.18,f,4130.6,0.0,INDIVIDUAL,0.0,248437.0,0.0
6000.0,36 months,13.33,3 years,"Associate Dean, Curriculum",56848.0,Not Verified,debt_consolidation,NC,9.18,f,456.34,0.0,INDIVIDUAL,291.0,62148.0,0.0
6400.0,36 months,11.99,2 years,Teacher,70000.0,Not Verified,debt_consolidation,CA,13.0,w,610.72,0.0,INDIVIDUAL,619.0,737629.0,0.0
12375.0,36 months,14.09,1 year,Jensen Precast,50000.0,Not Verified,debt_consolidation,NV,25.07,w,561.47,0.0,INDIVIDUAL,0.0,24770.0,1.0
20000.0,60 months,9.99,10+ years,Sheet Pressman,51000.0,Source Verified,debt_consolidation,WI,24.12,w,1408.44,0.0,INDIVIDUAL,0.0,69440.0,0.0
28975.0,36 months,15.61,5 years,Registered Nurse,80000.0,Source Verified,credit_card,TX,24.56,w,4683.58,0.0,INDIVIDUAL,0.0,229975.0,0.0
9000.0,36 months,7.49,10+ years,technican,79000.0,Not Verified,debt_consolidation,VA,10.94,f,576.24,0.0,INDIVIDUAL,0.0,136747.0,0.0
4800.0,36 months,12.99,2 years,VP Finance,192000.0,Source Verified,medical,NC,17.98,f,472.47,0.0,INDIVIDUAL,0.0,615784.0,1.0
12000.0,36 months,7.89,10+ years,RDH,85000.0,Source Verified,credit_card,NC,14.29,f,369.61,0.0,INDIVIDUAL,0.0,443198.0,0.0
9000.0,36 months,15.61,,,29500.0,Verified,debt_consolidation,CA,24.06,w,722.64,0.0,INDIVIDUAL,0.0,28547.0,0.0
23750.0,36 months,8.18,9 years,Principal Engineer,112000.0,Source Verified,credit_card,CA,10.8,f,312.26,0.0,INDIVIDUAL,0.0,19794.0,0.0
32975.0,36 months,15.61,10+ years,NETWORK TECHNICIAN,75000.0,Verified,debt_consolidation,NC,17.19,f,5443.31,0.0,INDIVIDUAL,0.0,166194.0,0.0
10000.0,36 months,12.99,6 years,store manager,48752.0,Verified,debt_consolidation,FL,33.43,w,1935.87,0.0,INDIVIDUAL,0.0,159632.0,0.0
3500.0,36 months,11.44,3 years,Teacher,40000.0,Not Verified,debt_consolidation,AZ,16.53,w,17.8,0.0,INDIVIDUAL,0.0,107263.0,1.0
4800.0,36 months,12.29,< 1 year,Certified Medical Assistance,23000.0,Source Verified,credit_card,TX,18.85,w,209.93,0.0,INDIVIDUAL,325.0,14031.0,0.0
7000.0,36 months,12.59,10+ years,Supervisor,94000.0,Verified,home_improvement,MA,25.16,w,68.54,0.0,INDIVIDUAL,0.0,58512.0,0.0
20000.0,36 months,14.31,7 years,SR. Equipment Mechanic,69250.0,Source Verified,debt_consolidation,CA,22.67,f,2302.95,0.0,INDIVIDUAL,551.0,223015.0,0.0
12000.0,60 months,17.86,5 years,sales trainer,45000.0,Source Verified,debt_consolidation,NJ,14.0,w,1514.12,0.0,INDIVIDUAL,48231.0,15193.0,0.0
35000.0,36 months,13.99,10+ years,Executive Director,100000.0,Source Verified,debt_consolidation,CA,19.43,w,0.0,0.0,INDIVIDUAL,0.0,44539.0,0.0
23900.0,36 months,6.03,5 years,Owner,120000.0,Source Verified,credit_card,CO,23.5,w,1395.8,0.0,INDIVIDUAL,0.0,341202.0,0.0
28000.0,36 months,7.89,2 years,Manager,188000.0,Verified,debt_consolidation,TX,15.06,f,735.54,0.0,INDIVIDUAL,0.0,265409.0,0.0
24000.0,60 months,13.99,6 years,Manager,75000.0,Verified,credit_card,VA,20.11,w,2126.68,0.0,INDIVIDUAL,0.0,262486.0,0.0
20000.0,36 months,7.89,10+ years,Utility Manager,108624.0,Not Verified,credit_card,OH,21.48,w,424.18,0.0,INDIVIDUAL,0.0,223996.0,0.0
12000.0,60 months,17.76,8 years,Lincoln Financial Group,95000.0,Source Verified,credit_card,NC,7.59,f,4054.09,0.0,INDIVIDUAL,0.0,147176.0,0.0
20000.0,60 months,7.89,10+ years,Readiness NCO,63917.0,Source Verified,credit_card,TN,19.08,f,630.66,0.0,INDIVIDUAL,0.0,131599.0,0.0
20450.0,60 months,18.55,5 years,Technical Support Rep. II,44500.0,Source Verified,debt_consolidation,MI,32.34,f,896.46,0.0,INDIVIDUAL,0.0,46864.0,0.0
15750.0,36 months,10.99,3 years,Owner,80000.0,Source Verified,debt_consolidation,TN,13.11,w,1615.53,0.0,INDIVIDUAL,62.0,371764.0,1.0
25000.0,36 months,6.03,< 1 year,Veterinarian,85000.0,Source Verified,credit_card,NJ,10.05,f,1690.38,0.0,INDIVIDUAL,0.0,584532.0,0.0
0.0,36 months,11.91,1 year,"Midwest Assistance Program, Inc.",63369.0,Not Verified,credit_card,MN,13.9,f,1671.24,0.0,INDIVIDUAL,,,1.0
20000.0,36 months,6.92,< 1 year,Executive Administrative Assistant,56000.0,Source Verified,debt_consolidation,GA,31.33,w,1017.33,0.0,INDIVIDUAL,0.0,107974.0,0.0
10000.0,36 months,7.89,5 years,Executive Chef,80000.0,Verified,debt_consolidation,KY,14.78,w,244.44,0.0,INDIVIDUAL,0.0,174607.0,0.0
18475.0,60 months,22.99,3 years,Case Worker,58000.0,Source Verified,debt_consolidation,UT,24.75,w,1372.78,0.0,INDIVIDUAL,0.0,346852.0,0.0
19475.0,36 months,12.29,10+ years,IT Customer Service,58000.0,Source Verified,debt_consolidation,TX,19.57,f,1450.6,0.0,INDIVIDUAL,0.0,31966.0,0.0
32000.0,60 months,12.69,6 years,Office Manager,75000.0,Source Verified,credit_card,WV,21.76,w,1306.46,0.0,INDIVIDUAL,0.0,177122.0,0.0
15000.0,36 months,11.99,10+ years,Admin Assistant,75000.0,Not Verified,debt_consolidation,NJ,9.17,w,2217.49,0.0,INDIVIDUAL,0.0,11526.0,0.0
13000.0,36 months,13.68,10+ years,Safety Wholesale International,56000.0,Not Verified,debt_consolidation,TX,12.88,f,1852.83,0.0,INDIVIDUAL,0.0,119968.0,1.0
16000.0,36 months,10.49,6 years,sales rep.,74000.0,Source Verified,credit_card,NY,19.06,w,1527.29,0.0,INDIVIDUAL,0.0,27057.0,0.0
15000.0,60 months,16.59,10+ years,Receptionist,60000.0,Source Verified,debt_consolidation,CA,11.64,w,3840.32,0.0,INDIVIDUAL,0.0,13959.0,0.0
8325.0,36 months,15.8,3 years,erie county sheriff's office,54000.0,Not Verified,debt_consolidation,NY,5.47,w,1377.26,0.0,INDIVIDUAL,0.0,6513.0,1.0
26325.0,60 months,17.86,2 years,Production Manager,72000.0,Source Verified,debt_consolidation,CA,27.32,f,1517.76,0.0,INDIVIDUAL,0.0,272341.0,0.0
19450.0,36 months,14.65,8 years,Business Analyst III,70000.0,Verified,debt_consolidation,TX,36.53,f,990.89,0.0,INDIVIDUAL,0.0,191402.0,0.0
1000.0,36 months,18.24,2 years,Associate Director,90000.0,Not Verified,medical,NY,9.72,f,116.54,0.0,INDIVIDUAL,0.0,95092.0,1.0
12950.0,60 months,17.57,,,50000.0,Verified,credit_card,TN,22.56,f,3253.76,0.0,INDIVIDUAL,0.0,28035.0,1.0
20000.0,36 months,9.17,10+ years,Nuclear medicine technologist,99000.0,Verified,credit_card,IL,7.83,f,2074.61,0.0,INDIVIDUAL,0.0,186706.0,0.0
19975.0,36 months,14.33,8 years,ACE Parking Management,65000.0,Verified,debt_consolidation,CA,18.41,w,4723.39,0.0,INDIVIDUAL,0.0,31088.0,1.0
12000.0,36 months,8.18,< 1 year,Senior Accountant,40000.0,Not Verified,debt_consolidation,CA,13.1,f,454.89,0.0,INDIVIDUAL,0.0,276363.0,0.0
35000.0,60 months,12.39,< 1 year,anesthesiologist,300000.0,Verified,debt_consolidation,NY,6.26,w,4013.22,0.0,INDIVIDUAL,0.0,555807.0,0.0
4225.0,36 months,14.3,5 years,Group Leader,77000.0,Verified,other,TX,11.77,f,716.71,0.0,INDIVIDUAL,0.0,74938.0,1.0
16000.0,60 months,13.33,10+ years,IT Director,100000.0,Source Verified,debt_consolidation,FL,8.35,f,1187.36,0.0,INDIVIDUAL,58.0,292342.0,0.0
5000.0,36 months,6.92,1 year,Customer Service,45000.0,Not Verified,car,TX,15.79,f,231.2,0.0,INDIVIDUAL,0.0,116538.0,0.0
25000.0,60 months,20.49,8 years,vroup manager,170000.0,Source Verified,debt_consolidation,NV,26.65,w,8317.29,0.0,INDIVIDUAL,89.0,121524.0,0.0
6925.0,36 months,20.2,,,25752.0,Verified,debt_consolidation,AR,28.38,f,1471.33,0.0,INDIVIDUAL,693.0,28124.0,0.0
28000.0,36 months,7.62,10+ years,Owner,120000.0,Source Verified,credit_card,FL,23.3,w,2769.05,0.0,INDIVIDUAL,0.0,356286.0,0.0
10000.0,60 months,13.99,2 years,corporate security/kratos,40000.0,Verified,debt_consolidation,CA,29.39,w,473.7,0.0,INDIVIDUAL,0.0,32048.0,0.0
11850.0,60 months,10.38,10+ years,Stahl& Associates,45500.0,Not Verified,credit_card,FL,16.98,f,3095.74,0.0,INDIVIDUAL,,,0.0
8500.0,36 months,12.99,2 years,Picker,35000.0,Source Verified,debt_consolidation,NJ,8.74,w,1459.42,0.0,INDIVIDUAL,0.0,6447.0,0.0
16000.0,60 months,18.55,10+ years,EVS attendant,43000.0,Verified,debt_consolidation,CA,22.27,f,2573.43,0.0,INDIVIDUAL,0.0,315998.0,0.0
12000.0,36 months,11.71,10+ years,Dr. Marc Parness,35000.0,Not Verified,debt_consolidation,CT,13.37,f,1044.05,0.0,INDIVIDUAL,,,1.0
15000.0,36 months,15.8,10+ years,Shands Teaching Hospital,45000.0,Not Verified,credit_card,FL,6.0,w,2213.42,0.0,INDIVIDUAL,0.0,119734.0,0.0
15000.0,60 months,19.48,5 years,vp- business development,128000.0,Not Verified,debt_consolidation,NY,13.61,w,0.0,0.0,INDIVIDUAL,0.0,503448.0,0.0
19000.0,60 months,16.78,10+ years,Waste management,85000.0,Source Verified,home_improvement,NJ,14.68,f,5534.24,0.0,INDIVIDUAL,491.0,349183.0,1.0
12000.0,60 months,14.16,10+ years,Payroll Specialist,70000.0,Source Verified,credit_card,TX,10.94,w,1553.78,0.0,INDIVIDUAL,0.0,178110.0,1.0
9000.0,36 months,14.64,9 years,receiving,30000.0,Not Verified,home_improvement,FL,26.66,w,1054.58,0.0,INDIVIDUAL,0.0,21004.0,1.0
10500.0,36 months,11.49,10+ years,Package car driver,80000.0,Source Verified,debt_consolidation,IL,21.27,w,192.02,0.0,INDIVIDUAL,159.0,134017.0,0.0
10000.0,36 months,9.67,9 years,information specialist,43000.0,Verified,credit_card,CO,8.29,w,80.59,0.0,INDIVIDUAL,0.0,6800.0,1.0
21000.0,60 months,10.99,10+ years,Vice President of Operations,200000.0,Source Verified,debt_consolidation,CA,14.29,w,1680.05,0.0,INDIVIDUAL,0.0,110034.0,1.0
19950.0,36 months,12.49,3 years,Internet Sales Manager,130000.0,Source Verified,credit_card,AZ,16.52,f,2560.76,0.0,INDIVIDUAL,0.0,57238.0,0.0
9725.0,36 months,11.55,,,28610.0,Verified,debt_consolidation,FL,18.58,f,1724.1,0.0,INDIVIDUAL,0.0,14194.0,0.0
20675.0,36 months,21.7,5 years,"Clinical Informatics, Educator",168000.0,Source Verified,debt_consolidation,TX,13.64,f,6596.89,0.0,INDIVIDUAL,0.0,92642.0,0.0
6575.0,36 months,18.55,1 year,Licensed Practical Nurse,40000.0,Verified,other,VA,26.07,f,3.9,0.0,INDIVIDUAL,0.0,19510.0,1.0
13900.0,36 months,9.63,1 year,Wade Clark Mulcahy,78000.0,Source Verified,major_purchase,NJ,11.88,f,2172.68,0.0,INDIVIDUAL,,,1.0
9950.0,36 months,11.99,3 years,Associate Professor,55000.0,Source Verified,debt_consolidation,FL,29.69,f,1449.25,0.0,INDIVIDUAL,0.0,73716.0,1.0
9600.0,36 months,9.71,4 years,L3 Communications,35084.0,Verified,debt_consolidation,AZ,18.03,w,1436.32,0.0,INDIVIDUAL,0.0,21977.0,0.0
8625.0,36 months,17.57,,,40000.0,Verified,debt_consolidation,NJ,24.48,f,497.14,0.0,INDIVIDUAL,0.0,153891.0,0.0
20700.0,36 months,13.99,5 years,field service tech,45000.0,Not Verified,credit_card,MD,36.77,f,691.53,0.0,INDIVIDUAL,0.0,31462.0,0.0
20000.0,60 months,13.33,10+ years,night shift supervisor,95000.0,Source Verified,home_improvement,WA,13.16,w,1687.38,0.0,INDIVIDUAL,0.0,321247.0,0.0
4800.0,36 months,13.99,8 years,teacher,71630.0,Not Verified,debt_consolidation,NY,11.46,w,361.01,0.0,INDIVIDUAL,0.0,109454.0,0.0
10000.0,60 months,21.49,4 years,United States Air Force,37000.0,Verified,debt_consolidation,FL,31.12,w,4933.42,0.0,INDIVIDUAL,0.0,49406.0,0.0
21900.0,60 months,16.55,3 years,GM,90000.0,Not Verified,debt_consolidation,NC,31.68,w,1456.91,0.0,INDIVIDUAL,0.0,345329.0,0.0
19937.0849468,60 months,8.88,10+ years,Widowski & Steinhart LLP,84000.0,Verified,debt_consolidation,NY,9.59,f,5283.7,0.0,INDIVIDUAL,,,1.0
12450.0,36 months,20.99,2 years,Pastor,50388.0,Source Verified,credit_card,TX,28.98,w,815.37,0.0,INDIVIDUAL,1398.0,16882.0,0.0
4000.0,36 months,11.99,10+ years,deputy,130000.0,Source Verified,credit_card,CA,11.35,w,0.0,0.0,INDIVIDUAL,0.0,311967.0,0.0
9000.0,36 months,9.91,< 1 year,Lion Sleep Labs,60000.0,Source Verified,car,IL,8.88,f,1404.68,0.0,INDIVIDUAL,,,1.0
6975.0,36 months,13.33,10+ years,teacher,52000.0,Source Verified,credit_card,TN,33.88,w,294.1,0.0,INDIVIDUAL,0.0,292243.0,0.0
21000.0,36 months,13.65,,,56000.0,Verified,debt_consolidation,MI,30.11,w,2871.12,0.0,INDIVIDUAL,2247.0,133913.0,1.0
34975.0,36 months,12.39,10+ years,sr. national sales director,1800000.0,Not Verified,debt_consolidation,NV,2.83,f,3718.55,0.0,INDIVIDUAL,0.0,121105.0,0.0
15000.0,36 months,14.65,5 years,president,75000.0,Not Verified,debt_consolidation,CA,10.54,f,337.75,0.0,INDIVIDUAL,0.0,14847.0,0.0
7150.0,36 months,18.24,,,20000.0,Verified,credit_card,AR,30.55,w,1281.77,0.0,INDIVIDUAL,0.0,27704.0,0.0
20000.0,36 months,10.99,1 year,Software Engineer,100000.0,Source Verified,credit_card,FL,12.9,f,1620.31,0.0,INDIVIDUAL,0.0,269705.0,0.0
27950.0,60 months,20.49,4 years,Senior Systems Administrator,105000.0,Not Verified,debt_consolidation,WA,17.03,f,8953.15,0.0,INDIVIDUAL,0.0,335433.0,0.0
13525.0,36 months,7.9,2 years,Mass Mutual,45000.0,Not Verified,credit_card,OR,5.28,f,982.59,0.0,INDIVIDUAL,0.0,9444.0,0.0
26750.0,36 months,13.35,10+ years,Systems administrator,65619.84,Source Verified,debt_consolidation,VA,26.88,f,4297.1,0.0,INDIVIDUAL,0.0,42561.0,0.0
8000.0,36 months,8.19,4 years,meat cutter,37000.0,Not Verified,home_improvement,FL,5.06,w,560.86,0.0,INDIVIDUAL,274.0,111722.0,0.0
35000.0,36 months,16.55,3 years,CFO,150000.0,Source Verified,small_business,CA,17.78,f,3528.83,0.0,INDIVIDUAL,0.0,585069.0,0.0
20000.0,36 months,15.59,2 years,Graphic Designer,50000.0,Source Verified,credit_card,PA,16.47,f,1901.01,69.92,INDIVIDUAL,0.0,21850.0,0.0
26375.0,60 months,15.99,10+ years,Educator,67000.0,Source Verified,debt_consolidation,MD,28.87,w,3597.95,0.0,INDIVIDUAL,0.0,246444.0,0.0
7200.0,36 months,13.33,3 years,Sales,56000.0,Source Verified,vacation,TN,16.37,w,399.5,0.0,INDIVIDUAL,84.0,28106.0,0.0
12000.0,36 months,6.62,3 years,Federal Reserve Bank of Minneapolis,48000.0,Not Verified,debt_consolidation,MN,28.13,w,1243.86,0.0,INDIVIDUAL,0.0,12333.0,0.0
21000.0,60 months,15.31,8 years,District Manager,63000.0,Source Verified,debt_consolidation,MD,19.05,w,532.86,0.0,INDIVIDUAL,0.0,38431.0,1.0
34975.0,60 months,14.64,4 years,Agent,130000.0,Source Verified,home_improvement,NY,3.47,f,7861.12,0.0,INDIVIDUAL,0.0,420784.0,0.0
13250.0,36 months,16.99,8 years,Doorman,58000.0,Not Verified,debt_consolidation,NY,3.74,f,1351.05,0.0,INDIVIDUAL,0.0,9330.0,0.0
32000.0,60 months,10.49,5 years,Manager of Training and Tech Pubs,105000.0,Verified,debt_consolidation,MA,9.63,w,2838.41,0.0,INDIVIDUAL,0.0,246868.0,0.0
19000.0,36 months,7.9,2 years,SC Technican College System,130596.0,Source Verified,other,SC,7.76,f,2401.46,0.0,INDIVIDUAL,,,1.0
1800.0,36 months,12.69,10+ years,Advanced Systems Engineer,80000.0,Not Verified,debt_consolidation,AR,4.85,w,36.36,0.0,INDIVIDUAL,0.0,147254.0,0.0
23500.0,60 months,23.7,7 years,Manager Customer Service,100000.0,Source Verified,debt_consolidation,CA,8.55,f,10161.94,0.0,INDIVIDUAL,0.0,307795.0,0.0
9450.0,36 months,10.99,4 years,Manager,40000.0,Not Verified,credit_card,GA,26.4,f,1570.14,0.0,INDIVIDUAL,0.0,36741.0,0.0
17400.0,36 months,14.16,2 years,Personal Banker Registered 2,62673.0,Source Verified,debt_consolidation,MN,15.32,f,2990.39,0.0,INDIVIDUAL,0.0,111290.0,1.0
14000.0,60 months,16.78,3 years,FedEx,60000.0,Verified,debt_consolidation,PA,7.88,f,2537.31,0.0,INDIVIDUAL,69.0,10728.0,1.0
25200.0,60 months,13.99,6 years,Excutive Vice President,160000.0,Source Verified,home_improvement,AL,34.22,w,1963.94,0.0,INDIVIDUAL,0.0,664776.0,0.0
12000.0,36 months,6.24,7 years,Paralegal,37000.0,Not Verified,credit_card,CT,28.12,w,342.21,0.0,INDIVIDUAL,0.0,93105.0,0.0
27000.0,60 months,20.99,10+ years,Community Affairs Assistant,98000.0,Verified,debt_consolidation,CA,13.79,w,5288.39,0.0,INDIVIDUAL,0.0,356934.0,0.0
21600.0,60 months,18.92,10+ years,Science Teacher,75343.21,Source Verified,debt_consolidation,WA,25.53,f,6349.52,0.0,INDIVIDUAL,0.0,121599.0,0.0
6400.0,36 months,6.89,10+ years,Supervisor of Planning,125000.0,Source Verified,credit_card,CT,5.27,f,67.67,0.0,INDIVIDUAL,0.0,384544.0,0.0
6500.0,36 months,7.51,< 1 year,Capital One,68000.0,Verified,debt_consolidation,VA,22.59,f,525.04,0.0,INDIVIDUAL,,,1.0
11200.0,36 months,10.15,6 years,Nuclear Medicine Technologist,65000.0,Not Verified,debt_consolidation,WY,3.16,f,1356.14,0.0,INDIVIDUAL,0.0,5529.0,0.0
8000.0,36 months,15.62,1 year,Population Reference Bureau,59126.0,Not Verified,credit_card,DC,11.53,f,1607.83,0.0,INDIVIDUAL,,,1.0
35000.0,60 months,18.25,10+ years,Master Electrican,90000.0,Verified,debt_consolidation,LA,31.12,w,4994.42,0.0,INDIVIDUAL,0.0,198717.0,0.0
15000.0,60 months,11.22,10+ years,Business Manager,83000.0,Not Verified,home_improvement,MA,17.2,w,0.0,0.0,JOINT,1351.0,68326.0,0.0
10000.0,60 months,17.57,< 1 year,Lead,29120.0,Source Verified,debt_consolidation,AZ,23.99,w,835.42,0.0,INDIVIDUAL,0.0,20926.0,0.0
12000.0,36 months,7.89,10+ years,Direstor of Operations/Pilot,180000.0,Not Verified,home_improvement,IL,14.12,w,694.45,0.0,INDIVIDUAL,0.0,515632.0,0.0
28000.0,36 months,7.26,6 years,Co-Owner,60000.0,Not Verified,debt_consolidation,GA,6.74,w,629.55,0.0,INDIVIDUAL,0.0,13258.0,0.0
19750.0,60 months,22.45,10+ years,LIHEAP/Comm.Service Director,64124.0,Source Verified,debt_consolidation,FL,32.53,w,2168.49,0.0,INDIVIDUAL,0.0,183052.0,1.0
2650.0,36 months,10.99,,,16080.0,Verified,debt_consolidation,WA,10.3,w,214.69,0.0,INDIVIDUAL,0.0,3333.0,0.0
8800.0,36 months,10.99,4 years,Senior Account Manager,85000.0,Verified,other,FL,24.91,f,230.69,0.0,INDIVIDUAL,0.0,295335.0,0.0
6000.0,36 months,15.61,10+ years,Sr Production Tech,140000.0,Not Verified,debt_consolidation,LA,4.06,f,1329.14,0.0,INDIVIDUAL,0.0,16146.0,1.0
6725.0,60 months,17.99,9 years,pratt and whitney,75000.0,Source Verified,other,CT,8.58,f,3227.0,0.0,INDIVIDUAL,,,0.0
7700.0,36 months,19.24,,,25308.0,Verified,other,GA,22.66,f,1467.36,0.0,INDIVIDUAL,0.0,28981.0,0.0
5375.0,36 months,16.24,8 years,Salesperson,30000.0,Not Verified,debt_consolidation,WV,23.92,w,476.91,0.0,INDIVIDUAL,0.0,13912.0,0.0
8000.0,36 months,12.29,9 years,machine opperator,37000.0,Not Verified,debt_consolidation,IL,25.98,f,451.88,0.0,INDIVIDUAL,0.0,28914.0,0.0
7000.0,36 months,6.39,2 years,Waiter,40000.0,Source Verified,major_purchase,LA,18.55,f,296.16,0.0,INDIVIDUAL,0.0,26221.0,0.0
19950.0,60 months,15.61,10+ years,Sr. Recruiter,80000.0,Verified,debt_consolidation,MO,18.74,f,754.46,0.0,INDIVIDUAL,0.0,371546.0,0.0
21375.0,36 months,16.99,8 years,Ops Manager,88000.0,Verified,debt_consolidation,GA,28.45,w,2213.55,0.0,INDIVIDUAL,3542.0,272698.0,0.0
21000.0,36 months,13.66,10+ years,Auto Mechanic,65000.0,Source Verified,debt_consolidation,TX,24.03,f,2274.09,0.0,INDIVIDUAL,0.0,24218.0,0.0
14400.0,60 months,14.98,6 years,IT Director,92000.0,Verified,debt_consolidation,WI,13.75,f,3294.28,0.0,INDIVIDUAL,0.0,212670.0,1.0
3750.0,36 months,20.8,8 years,Wal-Mart,21432.0,Verified,debt_consolidation,AL,24.3,w,1022.01,0.0,INDIVIDUAL,0.0,9858.0,0.0
16000.0,60 months,17.27,10+ years,"Barnhart Transportation, LLC",75000.0,Source Verified,debt_consolidation,PA,14.88,w,5957.55,0.0,INDIVIDUAL,0.0,42852.0,0.0
13075.0,36 months,7.89,10+ years,Sales Manager,68000.0,Source Verified,debt_consolidation,CA,25.87,w,245.79,0.0,INDIVIDUAL,0.0,327137.0,0.0
18000.0,60 months,19.05,6 years,"City of Austin, Texas",71000.0,Verified,debt_consolidation,TX,29.57,f,6687.42,0.0,INDIVIDUAL,0.0,220038.0,1.0
25000.0,60 months,11.44,9 years,RRT,166000.0,Source Verified,debt_consolidation,AZ,15.56,w,2438.1,0.0,INDIVIDUAL,0.0,115812.0,0.0
15000.0,36 months,6.99,< 1 year,product manager,94000.0,Not Verified,debt_consolidation,CT,14.07,f,949.82,0.0,INDIVIDUAL,0.0,344252.0,0.0
12600.0,60 months,20.99,3 years,CORRECTIONAL OFFICER,48000.0,Source Verified,debt_consolidation,FL,33.66,f,2497.29,0.0,INDIVIDUAL,0.0,43001.0,0.0
1932.88,36 months,11.26,10+ years,Elmhurst Community School Dist. #205,50000.0,Not Verified,other,IL,2.88,f,1272.08,0.0,INDIVIDUAL,,,0.0
20000.0,60 months,15.99,5 years,teacher,51000.0,Source Verified,debt_consolidation,TX,23.69,w,2978.11,0.0,INDIVIDUAL,67.0,191181.0,0.0
7475.0,60 months,13.72,< 1 year,,145000.0,Not Verified,debt_consolidation,GA,17.39,f,2895.74,0.0,INDIVIDUAL,,,1.0
2000.0,36 months,14.09,10+ years,Stefanini - Tech Team,42160.0,Not Verified,debt_consolidation,MI,28.46,f,430.38,0.0,INDIVIDUAL,0.0,77279.0,1.0
6000.0,36 months,14.33,1 year,Serco Inc,82000.0,Not Verified,debt_consolidation,CA,9.34,f,1331.64,0.0,INDIVIDUAL,0.0,34727.0,0.0
18000.0,60 months,12.99,9 years,Vice President,110000.0,Source Verified,debt_consolidation,MA,19.31,w,1096.36,0.0,INDIVIDUAL,0.0,390004.0,1.0
14975.0,36 months,15.65,,,70000.0,Verified,debt_consolidation,FL,15.29,f,3203.13,0.0,INDIVIDUAL,,,1.0
21000.0,36 months,7.26,10+ years,Owner,123200.0,Source Verified,credit_card,CO,18.77,w,472.17,0.0,INDIVIDUAL,0.0,265034.0,0.0
8300.0,36 months,12.69,,,19853.0,Verified,credit_card,AZ,17.59,w,362.9,0.0,INDIVIDUAL,0.0,8743.0,0.0
21175.0,60 months,10.99,10+ years,Registered Nurse,125000.0,Verified,debt_consolidation,CA,19.04,f,735.12,0.0,INDIVIDUAL,0.0,994739.0,0.0
10000.0,36 months,7.62,10+ years,Eastern Numismatics Inc,175000.0,Source Verified,debt_consolidation,NY,11.23,f,1213.28,0.0,INDIVIDUAL,,,1.0
1600.0,36 months,12.99,10+ years,airport sales agent,44000.0,Not Verified,other,NJ,21.14,f,216.2,0.0,INDIVIDUAL,0.0,14600.0,0.0
16000.0,60 months,19.03,6 years,us army,32004.0,Verified,debt_consolidation,KS,16.99,f,6090.35,0.0,INDIVIDUAL,,,1.0
35000.0,36 months,11.49,5 years,Managing Director,208000.0,Source Verified,credit_card,NY,8.0,f,617.73,0.0,INDIVIDUAL,0.0,437974.0,0.0
20000.0,36 months,8.18,,,60000.0,Source Verified,debt_consolidation,WV,3.52,w,638.81,0.0,INDIVIDUAL,0.0,110334.0,0.0
5875.0,36 months,9.88,3 years,University of Rochester,25000.0,Not Verified,debt_consolidation,NY,3.31,f,873.83,0.0,INDIVIDUAL,,,1.0
1026.96,36 months,8.32,2 years,DandD Toys,36000.0,Not Verified,other,UT,1.77,f,572.29,29.9926108374,INDIVIDUAL,,,1.0
15000.0,36 months,11.99,6 years,detention officer,37500.0,Not Verified,debt_consolidation,GA,10.66,f,2618.34,0.0,INDIVIDUAL,0.0,6049.0,0.0
20000.0,36 months,7.62,7 years,Allergy Technician,65000.0,Source Verified,debt_consolidation,CA,22.12,f,2087.19,0.0,INDIVIDUAL,0.0,52416.0,0.0
5500.0,36 months,9.71,< 1 year,West Park,45000.0,Not Verified,home_improvement,IL,20.93,f,44.43,0.0,INDIVIDUAL,0.0,136300.0,0.0
3000.0,36 months,13.68,10+ years,IAS,45000.0,Not Verified,credit_card,CA,18.0,f,650.65,0.0,INDIVIDUAL,0.0,26052.0,0.0
12000.0,36 months,10.99,10+ years,aircraft mechanic,85000.0,Source Verified,debt_consolidation,TX,28.74,f,706.72,0.0,INDIVIDUAL,0.0,105329.0,0.0
8000.0,36 months,12.59,1 year,General Manager,50000.0,Not Verified,debt_consolidation,SC,20.08,f,157.55,0.0,INDIVIDUAL,0.0,198712.0,0.0
25450.0,60 months,13.11,2 years,Chamberlain Group Inc,188500.0,Verified,home_improvement,IL,10.45,f,3578.42,0.0,INDIVIDUAL,,,1.0
6000.0,36 months,13.35,< 1 year,Teacher,38393.0,Source Verified,credit_card,MS,26.23,f,707.99,0.0,INDIVIDUAL,194.0,78802.0,1.0
15000.0,36 months,12.29,< 1 year,Co-Owner,30000.0,Source Verified,debt_consolidation,OK,13.63,f,1351.55,0.0,INDIVIDUAL,0.0,8937.0,0.0
15000.0,36 months,9.49,7 years,Warehouse Operations,108000.0,Not Verified,debt_consolidation,CA,11.08,w,1135.8,0.0,INDIVIDUAL,0.0,39904.0,0.0
5000.0,36 months,6.92,10+ years,manager,65000.0,Not Verified,debt_consolidation,IN,17.26,w,272.87,0.0,INDIVIDUAL,0.0,181651.0,0.0
